Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
w0YkRy2gsr0znrM7ojZtTw,Scottadito Osteria Toscana,"Italian,Venues & Event Spaces,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,Romantic,Casual,Average,
GvI6UCd6sf_I4p2hAE2gjA,Benchmark,"Steakhouses,American (New)",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,No,,Romantic,Casual,Average,
DhBhEWMVLDxYF14a1znUvA,Lighthouse,"Bars,Modern European,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,No,Free,,Hipster,Casual,Average,Background
IZw7SfYpvXMFLErXBMDKVQ,Stone Park Cafe,"American (New),Breakfast & Brunch,Venues & Event Spaces",$11-30,$11-30,"
                                A
                            ",44,62,119,348,279,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
WESGoub2nzCSRTYoURbcEQ,Shanes Brooklyn,American (New),$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
rU9cKxAVU4Gd_JhAqp_bTA,Buttermilk Channel,"American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",73,133,245,677,624,Yes,Full Bar,,No,,,Yes,Street,,,Yes,,No,,Casual,Casual,Average,
m-Syr8BpEbgK-6zSgY_7Kg,Cafe Argentino,"Argentine,Steakhouses,Cafes",$11-30,$11-30,"
                                A
                            ",18,11,21,69,71,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,"Casual, Intimate",Casual,Average,
cbhdOSn-nezgnH3lxPJM_g,Sotto Voce,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
CfOBb6NU2awo8xclJpKU3g,Chela Modern Mexican,"Lounges,Mexican",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,"Hipster, Casual, Trendy, Intimate, Romantic, Classy",Casual,Average,
Zgxqluk9HIZ0yKNTWMWpbA,Forcella,"Pizza,Bars,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,Background
2E2f5H4SltGyD8ciTu8AKg,Chimu Bistro,"Steakhouses,Peruvian,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
7OMGEtFWT6sdd9TVuoGqJQ,Okonomi,"Japanese,Seafood",$11-30,$11-30,"
                                A
                            ",11,12,33,102,225,Yes,Beer & Wine Only,,No,,,No,Street,,No,,No,No,,"Casual, Intimate",Casual,Quiet,
mhrLDFTxUzW2koRAzjlt5g,Chavela’s,"Mexican,Bars,Sandwiches",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,Free,,Casual,,Average,
ZEhxsE-6Xi18cSVwp4trnA,Surf City,"Bars,Seafood,Sandwiches",$11-30,$11-30,,144,73,113,125,53,Yes,Full Bar,,No,,,Yes,Private Lot,,No,No,,No,,Casual,,Average,
8qBy2-x0i9P7eigcwIGuQA,Latham House,"American (Traditional),American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,
Hvi-M6bNWhueA4GZ5PcOTQ,Mathews Food & Drink,"American (New),Bars,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,No,No,,Trendy,Casual,Average,
KkiYlELDkbSCE_Bx6djTgQ,Dullboy,"Cocktail Bars,American (Traditional),Diners",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,Yes,No,,"Hipster, Trendy",,Average,
7gVN8BPaKz4vlmAnj8O0Aw,Abbondanza Trattoria & Brick Oven Pizza,"Italian,Pizza",$11-30,$11-30,,32,37,28,67,55,Yes,No,,Yes,,,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
vr_edPWXo8qB8pirE9iUlQ,Skinner’s Loft,"American (New),Breakfast & Brunch",$11-30,$11-30,,42,77,133,357,277,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,,,Casual,Casual,Average,
_LF3ULe-5TI92CTJcWEz5g,South House Bar & Restaurant,"Southern,Cocktail Bars,Music Venues",$11-30,$11-30,,47,70,100,150,135,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,No,,No,,"Casual, Trendy",Casual,Loud,
x9Fq3Zty6d9JQ2ok00YXVA,Talde,"Bars,Asian Fusion,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,
nOjGNqPcu5jHRRElOndQqQ,Red Hook Lobster Pound,Seafood,$11-30,$11-30,"
                                A
                            ",42,65,113,341,348,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
nKjEA5nW5zm2MjD2ukdTtQ,Grindhaus,"American (New),Desserts",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Hipster,Casual,Average,
RtZqb7vPLnD0TbP37b8zeg,Kevin’s,Seafood,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Quiet,
_eC8r8yMhcmDL7PWmaNK9w,Brooklyn Crab,"Seafood,Bars,Live/Raw Food",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,No,Yes,,Free,,Casual,Casual,Average,
OHLS_n_K32tQ2NP9ggt-kg,Barrel and Fare Brooklyn,"American (New),Diners,Breakfast & Brunch",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,No,Free,,Casual,,Average,
BBPiBgyMmLX5RzaKCB0AeQ,Llama Inn,"Peruvian,Bars",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,No,Yes,Yes,Free,,Trendy,Casual,Average,
JXsHJfBAKZT0fG8XkA9Kzw,Sweet Science,"Bars,Burgers,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,"Hipster, Casual",Casual,Average,
bjeNNlKh5l6UmoFWI1RD1w,Danny’s Pizzeria II,"Pizza,Italian",Under $10,Under $10,"
                                A
                            ",17,5,12,16,13,Yes,No,,Yes,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
hthvpEL7JEbfxfD6iP9axQ,DeStefano’s Steakhouse,"Steakhouses,Breakfast & Brunch,Coffee & Tea",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
mmAlHhnTDXIohPC3wfl0hQ,Mesa Coyoacan,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,No,,Trendy,Casual,Average,
EU47dsc_vvByG3qPIMyRog,La Locanda,Italian,$11-30,$11-30,"
                                A
                            ",9,7,8,23,27,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
yRAU7MtAE9St6Q8LSeFZCQ,Mama Bella’s Grill & Bar Lounge,"Italian,Bars,Caribbean",$11-30,$11-30,"
                                B
                            ",3,3,1,3,17,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,"DJ, Live, Juke Box"
1Q3oaJahyGRogDWgpo7PIw,Five Leaves,"American (New),Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,Hipster,Casual,Average,
y_tRUBOu3qg7lkaO2Xk1hQ,Frost Restaurant,"Italian,Seafood,Wine Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
gvMYV5E3HyzhN_MYFIMGzg,El Born,"Spanish,Wine Bars,Tapas/Small Plates",$11-30,$11-30,"
                                A
                            ",10,8,19,61,143,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
TS2mqGtNhOzMKcSqJvrBPg,Ringolevio,"Mediterranean,Tapas/Small Plates,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
GA5msU6NO9rQRctPfDJCBg,Peaches HotHouse,"Southern,American (Traditional),Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
EG_PMNKRTZhh2NzGAMk9xg,Island Cz Cafe,"Caribbean,Seafood",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
5DoCTugT9AF-P3VspApsyQ,Aita Trattoria,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Casual, Intimate",Casual,Average,
TuGFxspYWd0smugwUeN9sA,A Gusto,"Cafes,Wine Bars,Thai",$11-30,$11-30,"
                                A
                            ",8,11,13,14,50,Yes,Beer & Wine Only,,,,No,Yes,Street,,Yes,Yes,,Free,,"Hipster, Casual, Trendy, Intimate",Casual,Average,
mZDNA6pjNR9nwJdbzjvk0A,Rocco Pizza,"Pizza,Italian",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,,Casual,Average,
82odHh211DgOSBWtewUYOg,Tree House,"Bars,Caribbean,African",$11-30,$11-30,"
                                A
                            ",10,7,7,25,35,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,No,Free,,"Casual, Trendy, Intimate",Casual,Average,
gbKPnTbdLqqpro-jTYKvBA,Brooklyn Beso Restaurant & Bar,"Latin American,Bars,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",79,41,37,57,50,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,"Casual, Trendy",Casual,Average,
OYKNRBU-unLF-r0bRZwY3A,Peaches,"Southern,Seafood,Breakfast & Brunch",$11-30,$11-30,"
                                B
                            ",86,102,142,323,287,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
-aievhVzik4nHkxQFXFUrg,Balboa Restaurant,"Breakfast & Brunch,Caribbean,American (New)",Under $10,Under $10,"
                                A
                            ",16,4,3,12,33,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,No,Free,,Casual,Casual,Average,
0K14fz91-JSZd-wselihxA,Basil,"Kosher,Wine Bars,Pizza",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Loud,Background
eTneVbjPKdo4gD9HfkDGdA,Santa Panza,"Bars,Pizza,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,No,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,"Casual, Intimate, Romantic, Classy",Casual,Average,
e2DBROySYB4sySdIvQjA2g,Hooked on 12th,"Pubs,Seafood,American (New)",$11-30,$11-30,"
                                A
                            ",31,19,26,67,49,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
X8Tg6XHKERw-vdWRU4oH3Q,Nuevo Mexico Bar & Restaurant,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",29,30,32,72,59,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
5V4cUVikPN8ALWXBVdjltw,Mariella,"Italian,Gluten-Free,Salad",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,"Casual, Intimate",,Average,
FhXjAc6nKLf414KxYujUHw,Roberta’s,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",121,177,323,818,1030,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,,,No,,Hipster,Casual,Loud,
PiDidGDx15RYgiQFKeFZSg,Athena Mediterranean Cuisine,"Mediterranean,Greek",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
SDMWjbwgd4e9B5q1C9Vflg,Rain eatery,"Seafood,Juice Bars & Smoothies,Caribbean",$11-30,$11-30,,0,1,0,4,19,Yes,No,,Yes,,,No,,,Yes,No,,No,,,Casual,Average,
oOf-PoIwi6lUH3ctcqVtyA,Fisherman’s Cove,"American (New),Caribbean",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,,,Yes,,,No,,,Yes,No,,No,,,Casual,,
DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,"Caribbean,Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
1-tTWAxTZq3fpt-Pm1iHjA,Sapore Di Italia,Italian,$11-30,$11-30,"
                                A
                            ",28,8,5,12,33,Yes,Full Bar,,Yes,,,Yes,,,Yes,Yes,,No,,,Casual,Quiet,
QRbD99HVMffeto7_Hq67CQ,Korzo,"Modern European,Burgers",$11-30,$11-30,"
                                A
                            ",14,20,40,158,169,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
FC6TeKytD8-eyF2zlXJ--A,jeatjet?,"Gastropubs,Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
1exjTLx1vUlmm9I94PVkKw,UpNorth,"Burgers,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",2,6,0,5,19,Yes,Full Bar,,Yes,,No,No,Street,,Yes,No,Yes,Free,,Casual,,,
d7_W8J8T0PESBsILMsGKGQ,Sea Wolf,"Cocktail Bars,Seafood,American (Traditional)",$11-30,$11-30,"
                                A
                            ",26,29,40,72,122,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,"Hipster, Casual, Trendy",Casual,Average,
HYFSOb5o4hppToeYe1va1A,The Rookery,"Cocktail Bars,Beer Gardens,Gastropubs",$11-30,$11-30,"
                                A
                            ",17,26,18,53,88,Yes,Full Bar,,No,,,Yes,Street,,No,No,Yes,Free,,"Hipster, Casual",Casual,Average,
Ifulg3w2jAW_VbgURpmr5g,Caribbean Social,"Caribbean,Cocktail Bars",$11-30,$11-30,,37,19,28,43,47,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Average,
ezSXxfU00vnedh9W1d4iQA,Idlewild,"Cocktail Bars,Bar Crawl",Moderate,Moderate,,0,0,0,0,0,Yes,Full Bar,,,,,Yes,,,,No,,Free,,Casual,,Average,
FXBrt0VpeBRengdd4fBOZw,Werkstatt,"Austrian,Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",6,4,14,43,116,Yes,Full Bar,,No,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
wXsKW3ki5YrCqwwibwrGOA,La Puerta Roja,"Latin American,Bars,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",1,3,7,7,21,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,Yes,Yes,No,,,Casual,,
D1jp3pfGvyYyaXBN8iJRBg,The Farm On Adderley,"American (New),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
ZtApaQ9G-lyOfE-Y80tauw,Lea,"Italian,Pizza,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
zDtocZreqOXZAPWFJdrfig,Buffalo’s Famous,"Chicken Wings,Burgers,Bars",Under $10,Under $10,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,Casual,,Average,
YjD9sNbooHMHpvjDzc89rA,Cafe Zona Sur,American (New),$11-30,$11-30,"
                                A
                            ",16,15,21,95,133,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
xSIODrm5qMxgM4_ImEV88A,Atlas Steakhouse,"Steakhouses,Bars,American (New)",$31-60,$31-60,"
                                A
                            ",20,13,20,18,70,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Romantic, Classy",Casual,Average,
MdD_PgW2A4XP1WMkHbOWng,New Victory,"Chinese,Spanish,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,Yes,No,,No,,Touristy,Casual,Loud,
e_pbcF-lIHXvBiQwsKnkrg,Orchidea,"Kosher,American (New),Caterers",$31-60,$31-60,"
                                A
                            ",6,2,7,7,22,Yes,Full Bar,,,,,No,Street,,Yes,Yes,,Free,,"Intimate, Romantic, Classy, Upscale",Dressy,Quiet,
du9SDocmZL7fSggsMMoz0g,Green Pavilion Restaurant,American (New),$11-30,$11-30,"
                                A
                            ",11,4,5,7,5,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
4Bl9y2Tu3gG3KqPPIHmtSQ,Taste of China,"Chinese,Seafood",Under $10,Under $10,"
                                A
                            ",2,1,2,5,0,,No,,,,,,,,Yes,No,,,,,Casual,Average,
CKQmnahGJhVQAbNwNmdP2g,Trelawni Place Seafood Bar and Grill,"Seafood,Caribbean,Bars",$11-30,$11-30,"
                                A
                            ",60,23,21,30,30,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Average,
pNyUHyOeYGdRAatIhfNr-A,New Star,"Dim Sum,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
WgzUkwQkKwraqNzbYDFgWQ,Golden Imperial Palace,"Dim Sum,Cantonese,Seafood",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
P2bxlKAmRWZIpHdJ_JT3fg,East Harbor Seafood Palace,"Dim Sum,Cantonese,Seafood",$11-30,$11-30,"
                                A
                            ",12,25,75,259,239,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Loud,
bnIVnNo5GNJctlJ1oBvwXw,La Sorrentina Pizzeria,"Pizza,Italian",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
MKMx5TAmzXfjgLdXgu6FVQ,South Brooklyn Foundry,"American (New),Breakfast & Brunch,Burgers",$11-30,$11-30,"
                                A
                            ",3,3,18,29,94,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,Yes,Free,,"Casual, Trendy",Casual,Average,
xz9ERhPQrjXEp2MyJkPzSw,Fig and Olive Tree,Mediterranean,$11-30,$11-30,"
                                A
                            ",6,6,5,14,52,Yes,No,,,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Quiet,
xvqG8x-EMcUysuOzY7RsPg,Glow Thai,"Thai,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",33,21,49,59,76,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Intimate,Casual,Average,Background
nZ0Y8ngCxpY3xlz4f4pNTQ,Brooklyn Beet Company,Modern European,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
AAQDZdKhtcX7otmOfOF9nw,Gino’s Restaurant,"Pizza,Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,No,,Casual,Casual,Average,
bTYUKs5ChOafHL2fNYzG7g,Silver Star Restaurant,"Chinese,Seafood,Noodles",$11-30,$11-30,"
                                A
                            ",8,3,6,13,19,Yes,No,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
FER-iaOyA8JFH-DL5vaKIQ,Vesuvio,"Pizza,Italian,Bars",$11-30,$11-30,,32,30,38,80,93,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
CseCPJgmN-DPKZNJk_9gTA,Chef Andrea,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
_-EQR2vNYg-b1eZwAgp6JQ,Tanoreen,"Middle Eastern,Mediterranean",$11-30,$11-30,"
                                A
                            ",44,52,85,171,401,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Classy,Casual,Average,
w7vYoiRdKyF3QJfNlAc0sg,Peppino’s Brick Oven Pizza & Restaurant,"Pizza,Italian,Venues & Event Spaces",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
gVDwaPyXxsSIZnw2VKuPGA,Cappuccino Cafe,"American (New),Desserts,Sandwiches",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,,Average,
JwwUpvy7DfUB0WmhNSlxDQ,Mussels & More,"Seafood,Wine Bars",$11-30,$11-30,"
                                A
                            ",37,43,49,164,108,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
TcFX3l4CxEkh8C8oHlsJ4w,Europa Pizzeria,"Pizza,Italian",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
w93lFfr90sFUTquw8UAHWw,Giacomo’s Wood Fired Pizza & Trattoria,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
2Ga76-_btMgRTcHPy7kAUg,Ortobello Restaurant,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
XO43OJWeAOS0Z-hqzhKgvQ,Zio Toto,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
MyFqNpQKY4JtQ-gXSeJxUA,Howong Seafood Restaurant,Seafood,$11-30,$11-30,"
                                A
                            ",9,6,10,10,5,Yes,No,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
mYRdxAQaO_o-Fp5NdKskUQ,Areo Ristorante,Italian,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Valet,,Yes,Yes,,No,,,Casual,Loud,
wYgp-defqwJPhjC6Y_WKWg,BurgerFi,"Hot Dogs,Burgers,American (New)",$11-30,$11-30,"
                                A
                            ",13,17,23,78,96,Yes,Beer & Wine Only,,No,,Yes,Yes,Street,,Yes,No,Yes,Free,,Casual,,Average,
CfFfmyLid2ARJiMIco0YvA,The Pearl Room,"Italian,Seafood,Steakhouses",$31-60,$31-60,"
                                A
                            ",39,30,23,31,57,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,No,,,Casual,Average,
RiN-EOiQLXlJszhe6HJdZA,Il Colosseo,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
xBtLIXu1YN9TnvlV4hTa1w,Tuscany Grill,Italian,$31-60,$31-60,"
                                A
                            ",10,9,8,30,26,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,"Intimate, Romantic",Casual,Average,
LYkx0_gmy-RrJQBPYzulNg,Ponte Vecchio Restaurant,Italian,$31-60,$31-60,"
                                A
                            ",22,17,15,31,56,Yes,Full Bar,,Yes,,,No,Valet,,Yes,Yes,,No,,,Casual,Loud,
13GEQ-lgTcydZda7lhv_hw,La Palina Restaurtant,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Valet, Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
uuHujhrkVQdS8XVSGWW2mA,Cebu Bar & Bistro,"Breakfast & Brunch,Burgers,American (New)",$11-30,$11-30,"
                                A
                            ",59,51,95,159,212,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
FwMyv3CVIxbI6ngodw7s3w,Panino Rustico,"Italian,Creperies,Wraps",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,No,No,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
5f3M0k7mTjrKoQFJW-PFzg,Lock Yard,"American (New),Hot Dogs,Pubs",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,Casual,,Average,
ib_28sDmqYlMUDnfjPsS7A,Affy’s Premium Grill,"Steakhouses,Burgers,Halal",$11-30,$11-30,"
                                A
                            ",33,19,24,50,81,Yes,No,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy, Classy",Casual,Average,
7vq2CNM69sdrXrtbT2-qEQ,Campania Coal Fired Pizza,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",18,15,22,103,238,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
-f3GB9AGUqLFkXorluMFTQ,Beets and Carrots,American (New),$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,No,,No,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Quiet,
